antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'arrival_date_month_August', 'market_segment_Online TA'})","frozenset({'customer_type_Transient', 'deposit_type_No Deposit'})",0.07117808095205774,0.5331568587524604,0.06859883707776195,0.9637635092180546,1.8076547143615023,1.0,0.0306497550253345,12.883232652322443,0.481036242679278,0.1280459478863128,0.9223797297629542,0.5462144514051233
"frozenset({'customer_type_Transient', 'deposit_type_No Deposit'})","frozenset({'arrival_date_month_August', 'market_segment_Online TA'})",0.5331568587524604,0.07117808095205774,0.06859883707776195,0.1286653935921918,1.807654714361502,1.0,0.0306497550253345,1.0659761614164887,0.9570602341141999,0.1280459478863128,0.0618927174964384,0.5462144514051233
"frozenset({'customer_type_Transient', 'deposit_type_No Deposit'})",frozenset({'market_segment_Online TA'}),0.5331568587524604,0.46912826082038056,0.44865268444987444,0.841502227880331,1.7937572688730528,1.0,0.1985337345588754,3.3493955913702096,0.9478793428351515,0.8103800572129136,0.7014386707331551,0.8989281093585402
frozenset({'market_segment_Online TA'}),"frozenset({'customer_type_Transient', 'deposit_type_No Deposit'})",0.46912826082038056,0.5331568587524604,0.44865268444987444,0.9563539908367494,1.7937572688730528,1.0,0.1985337345588754,10.696124346704671,0.8335553341314575,0.8103800572129136,0.9065081923521124,0.8989281093585402
"frozenset({'market_segment_Online TA', 'hotel_City Hotel'})","frozenset({'customer_type_Transient', 'deposit_type_No Deposit'})",0.3277675965519582,0.5331568587524604,0.3115907599719451,0.9506454062262718,1.7830501298448966,1.0,0.13683921779345926,9.45896026189245,0.6532908412775423,0.5672158154859968,0.8942801352037892,0.7675357309085953
"frozenset({'customer_type_Transient', 'deposit_type_No Deposit'})","frozenset({'market_segment_Online TA', 'hotel_City Hotel'})",0.5331568587524604,0.3277675965519582,0.3115907599719451,0.5844260555909188,1.7830501298448966,1.0,0.13683921779345926,1.6175999782756159,0.9407084169835388,0.5672158154859968,0.38180018952150707,0.7675357309085953
"frozenset({'arrival_date_month_July', 'deposit_type_No Deposit', 'customer_type_Transient'})",frozenset({'market_segment_Online TA'}),0.07491119708590692,0.46912826082038056,0.062014977714427925,0.8278465720326186,1.764648692417155,1.0,0.02687201810954365,3.0837128568837193,0.4684036462763069,0.12865524524759445,0.6757155914281329,0.480019259008834
frozenset({'market_segment_Online TA'}),"frozenset({'arrival_date_month_July', 'deposit_type_No Deposit', 'customer_type_Transient'})",0.46912826082038056,0.07491119708590692,0.062014977714427925,0.13219194598504944,1.764648692417155,1.0,0.02687201810954365,1.0660062425488341,0.816232879685716,0.12865524524759445,0.06191918950775778,0.480019259008834
"frozenset({'customer_type_Transient-Party', 'hotel_City Hotel'})",frozenset({'market_segment_Groups'}),0.11009298852915224,0.2736261001380122,0.051946876626168016,0.4718454582819565,1.7244168522080532,1.0,0.02182256152239718,1.375305601839857,0.47206484328264403,0.15657392253136937,0.27288887745224094,0.3308458315057873
frozenset({'market_segment_Groups'}),"frozenset({'customer_type_Transient-Party', 'hotel_City Hotel'})",0.2736261001380122,0.11009298852915224,0.051946876626168016,0.189846204729618,1.724416852208053,1.0,0.02182256152239718,1.0984420694762638,0.5783437620568833,0.15657392253136937,0.08961971888349188,0.3308458315057873
frozenset({'market_segment_Online TA'}),"frozenset({'customer_type_Transient', 'hotel_Resort Hotel', 'deposit_type_No Deposit'})",0.46912826082038056,0.17622570646394714,0.13706192447792936,0.2921630094043887,1.6578909812125533,1.0,0.05438946529265494,1.163790963852971,0.7474951125932668,0.2696519184545535,0.14073916101797795,0.534963261025214
"frozenset({'customer_type_Transient', 'hotel_Resort Hotel', 'deposit_type_No Deposit'})",frozenset({'market_segment_Online TA'}),0.17622570646394714,0.46912826082038056,0.13706192447792936,0.7777635126460393,1.657890981212553,1.0,0.05438946529265494,2.3887694838070797,0.48171451035123347,0.2696519184545535,0.5813744244562858,0.534963261025214
frozenset({'customer_type_Transient-Party'}),"frozenset({'market_segment_Groups', 'hotel_City Hotel'})",0.14446028190683047,0.21765198307654018,0.051946876626168016,0.359592795614722,1.6521457352780768,1.0,0.02050480979335033,1.2216414986686943,0.46137719949232536,0.16748121671894378,0.18142924819616238,0.29913111714208035
"frozenset({'market_segment_Groups', 'hotel_City Hotel'})",frozenset({'customer_type_Transient-Party'}),0.21765198307654018,0.14446028190683047,0.051946876626168016,0.23866943866943868,1.6521457352780768,1.0,0.02050480979335033,1.1237427755401816,0.5045408317650247,0.16748121671894378,0.11011663721771091,0.29913111714208035
frozenset({'market_segment_Online TA'}),"frozenset({'arrival_date_month_August', 'customer_type_Transient'})",0.46912826082038056,0.09025091065408719,0.06889296137921673,0.14685314685314685,1.6271652639163294,1.0,0.026553708626609253,1.0663452440693897,0.7260402967869729,0.14045850823377462,0.0622174145178373,0.45510117859077504
"frozenset({'arrival_date_month_August', 'customer_type_Transient'})",frozenset({'market_segment_Online TA'}),0.09025091065408719,0.46912826082038056,0.06889296137921673,0.7633492103284032,1.6271652639163294,1.0,0.026553708626609253,2.243270516512185,0.4236709655262256,0.14045850823377462,0.5542222872189352,0.45510117859077504
"frozenset({'market_segment_Online TA', 'deposit_type_No Deposit'})","frozenset({'arrival_date_month_August', 'customer_type_Transient'})",0.4675218896355121,0.09025091065408719,0.06859883707776195,0.14672861014324431,1.6257853696969806,1.0,0.02640456078743733,1.0661896087933271,0.7228703895225941,0.1402340317284122,0.06208052324598994,0.4534094291628732
"frozenset({'arrival_date_month_August', 'customer_type_Transient'})","frozenset({'market_segment_Online TA', 'deposit_type_No Deposit'})",0.09025091065408719,0.4675218896355121,0.06859883707776195,0.760090248182502,1.6257853696969806,1.0,0.02640456078743733,2.2194933983740266,0.4230976030195039,0.1402340317284122,0.5494467337760105,0.4534094291628732
"frozenset({'arrival_date_month_August', 'deposit_type_No Deposit'})","frozenset({'customer_type_Transient', 'market_segment_Online TA'})",0.09792076743817733,0.45023643068847713,0.06859883707776195,0.700554528650647,1.5559703322527612,1.0,0.024511340256120527,1.8359388333181108,0.3961007097493639,0.14304585770900172,0.4553195445010062,0.4264581688479366
"frozenset({'customer_type_Transient', 'market_segment_Online TA'})","frozenset({'arrival_date_month_August', 'deposit_type_No Deposit'})",0.45023643068847713,0.09792076743817733,0.06859883707776195,0.15236180904522614,1.5559703322527612,1.0,0.024511340256120527,1.064226744604,0.6499416189315153,0.14304585770900172,0.060350620701511135,0.4264581688479366
"frozenset({'market_segment_Online TA', 'deposit_type_No Deposit'})","frozenset({'arrival_date_month_July', 'customer_type_Transient'})",0.4675218896355121,0.0855675467770764,0.062014977714427925,0.13264614789005033,1.5501922502888248,1.0,0.022010276553734096,1.0542784251184787,0.6665414291723375,0.126284266298088,0.05148395701294839,0.4286974790217042
"frozenset({'arrival_date_month_July', 'customer_type_Transient'})","frozenset({'market_segment_Online TA', 'deposit_type_No Deposit'})",0.0855675467770764,0.4675218896355121,0.062014977714427925,0.724748810153358,1.5501922502888246,1.0,0.022010276553734096,1.9345170157526352,0.3881300575394256,0.126284266298088,0.4830751077105703,0.4286974790217042
frozenset({'market_segment_Online TA'}),"frozenset({'arrival_date_month_July', 'customer_type_Transient'})",0.46912826082038056,0.0855675467770764,0.0622186022308197,0.1326259946949602,1.549956726473439,1.0,0.022076447828623294,1.0542539292508935,0.6683736788271397,0.12633803463959203,0.051461917992986765,0.4298772490661475
"frozenset({'arrival_date_month_July', 'customer_type_Transient'})",frozenset({'market_segment_Online TA'}),0.0855675467770764,0.46912826082038056,0.0622186022308197,0.7271285034373348,1.549956726473439,1.0,0.022076447828623294,1.9455008891253112,0.3880228616671204,0.12633803463959203,0.4859935528224839,0.4298772490661475
"frozenset({'arrival_date_month_August', 'deposit_type_No Deposit'})",frozenset({'market_segment_Online TA'}),0.09792076743817733,0.46912826082038056,0.07088395665060296,0.7238909426987061,1.5430554992206469,1.0,0.024946557324133874,1.9226886085099522,0.39013775858679517,0.1428636570907433,0.4798949785347815,0.43749406069104585
frozenset({'market_segment_Online TA'}),"frozenset({'arrival_date_month_August', 'deposit_type_No Deposit'})",0.46912826082038056,0.09792076743817733,0.07088395665060296,0.1510971786833856,1.5430554992206469,1.0,0.024946557324133874,1.0626413411640379,0.6629382276088523,0.1428636570907433,0.05894871462032455,0.43749406069104585
"frozenset({'deposit_type_No Deposit', 'hotel_City Hotel'})",frozenset({'market_segment_Online TA'}),0.4574990384397837,0.46912826082038056,0.3269530984863911,0.7146530834281193,1.5233639563269565,1.0,0.11232737025613895,1.8604432301475016,0.6332856129582812,0.545217883418223,0.46249367688541787,0.7057953143207633
frozenset({'market_segment_Online TA'}),"frozenset({'deposit_type_No Deposit', 'hotel_City Hotel'})",0.46912826082038056,0.4574990384397837,0.3269530984863911,0.6969375452134072,1.5233639563269565,1.0,0.11232737025613895,1.790063246013858,0.6471583032523727,0.545217883418223,0.4413605205141124,0.7057953143207633
"frozenset({'customer_type_Transient', 'market_segment_Online TA'})","frozenset({'deposit_type_No Deposit', 'hotel_City Hotel'})",0.45023643068847713,0.4574990384397837,0.3115907599719451,0.6920603015075377,1.5127032919406391,1.0,0.10560802586140647,1.7617116734739402,0.6165047065819091,0.5226763824054044,0.43237022547050047,0.6865672161808002
"frozenset({'deposit_type_No Deposit', 'hotel_City Hotel'})","frozenset({'customer_type_Transient', 'market_segment_Online TA'})",0.4574990384397837,0.45023643068847713,0.3115907599719451,0.6810741308540627,1.512703291940639,1.0,0.10560802586140647,1.723797353860801,0.6247580225720997,0.5226763824054044,0.4198854072027127,0.6865672161808002
"frozenset({'customer_type_Transient', 'market_segment_Online TA'})","frozenset({'arrival_date_month_July', 'deposit_type_No Deposit'})",0.45023643068847713,0.09187990678522139,0.062014977714427925,0.13773869346733666,1.499116599990843,1.0,0.020647296431459856,1.0531843262995568,0.6056066613497335,0.12917059377945334,0.050498592669361034,0.4063478003165297
"frozenset({'arrival_date_month_July', 'deposit_type_No Deposit'})","frozenset({'customer_type_Transient', 'market_segment_Online TA'})",0.09187990678522139,0.45023643068847713,0.062014977714427925,0.6749569071657227,1.499116599990843,1.0,0.020647296431459856,1.6913559507379496,0.3666260467421688,0.12917059377945334,0.4087583991035753,0.4063478003165297
"frozenset({'market_segment_Online TA', 'hotel_City Hotel'})",frozenset({'deposit_type_No Deposit'}),0.3277675965519582,0.6712595307586144,0.3269530984863911,0.9975150134603438,1.4860347864752346,1.0,0.10693597542704478,132.2906438305549,0.48654043037085154,0.48648375694327556,0.9924408864372839,0.7422945319079669
frozenset({'deposit_type_No Deposit'}),"frozenset({'market_segment_Online TA', 'hotel_City Hotel'})",0.6712595307586144,0.3277675965519582,0.3269530984863911,0.48707405035559,1.4860347864752343,1.0,0.10693597542704478,1.3105837283414343,0.9949132324279931,0.48648375694327556,0.23698121808248254,0.7422945319079669
"frozenset({'customer_type_Transient', 'market_segment_Online TA', 'hotel_City Hotel'})",frozenset({'deposit_type_No Deposit'}),0.3124052580375122,0.6712595307586144,0.3115907599719451,0.9973928157589803,1.4858527440672478,1.0,0.10188575305516079,126.09023331347414,0.4755501711439041,0.46362565224709645,0.992069171626371,0.7307905128375272
frozenset({'deposit_type_No Deposit'}),"frozenset({'customer_type_Transient', 'market_segment_Online TA', 'hotel_City Hotel'})",0.6712595307586144,0.3124052580375122,0.3115907599719451,0.464188209916074,1.4858527440672475,1.0,0.10188575305516079,1.283276618184881,0.9946624398647205,0.46362565224709645,0.22074478266857145,0.7307905128375272
frozenset({'deposit_type_No Deposit'}),"frozenset({'arrival_date_month_July', 'market_segment_Online TA'})",0.6712595307586144,0.06407384782461141,0.06387022330821965,0.09514981967710405,1.485002429346159,1.0,0.020860042283572126,1.034343775940237,0.9934901808197782,0.09512096502459735,0.03320344428912714,0.5459859267877046
"frozenset({'arrival_date_month_July', 'market_segment_Online TA'})",frozenset({'deposit_type_No Deposit'}),0.06407384782461141,0.6712595307586144,0.06387022330821965,0.9968220338983053,1.485002429346159,1.0,0.020860042283572126,103.44366765462836,0.34895961339500997,0.09512096502459735,0.9903329027027663,0.5459859267877046
frozenset({'deposit_type_No Deposit'}),"frozenset({'arrival_date_month_July', 'market_segment_Online TA', 'customer_type_Transient'})",0.6712595307586144,0.0622186022308197,0.062014977714427925,0.09238599211297988,1.4848612601460354,1.0,0.020250147976511014,1.0332381272435314,0.9932954324896872,0.09235797560482512,0.03216889346912103,0.5445566324201263
"frozenset({'arrival_date_month_July', 'market_segment_Online TA', 'customer_type_Transient'})",frozenset({'deposit_type_No Deposit'}),0.0622186022308197,0.6712595307586144,0.062014977714427925,0.9967272727272727,1.4848612601460354,1.0,0.020250147976511014,100.44847671264426,0.34820098516430203,0.09235797560482512,0.9900446474379027,0.5445566324201263
frozenset({'deposit_type_No Deposit'}),frozenset({'market_segment_Online TA'}),0.6712595307586144,0.46912826082038056,0.4675218896355121,0.6964845461592909,1.4846356621989147,1.0,0.15261507341161856,1.7490764719289429,0.9929841345778515,0.6948217888365836,0.4282697091584768,0.8465301920572196
frozenset({'market_segment_Online TA'}),frozenset({'deposit_type_No Deposit'}),0.46912826082038056,0.6712595307586144,0.4675218896355121,0.9965758379551483,1.4846356621989147,1.0,0.15261507341161856,96.00610746084573,0.6149019551404783,0.6948217888365836,0.98958399599309,0.8465301920572196
frozenset({'deposit_type_No Deposit'}),"frozenset({'customer_type_Transient', 'market_segment_Online TA'})",0.6712595307586144,0.45023643068847713,0.44865268444987444,0.6683743975192963,1.484496482208813,1.0,0.14642718925549386,1.6577838538371352,0.9927920358144019,0.6668011701805708,0.3967850527163824,0.832428404789799
"frozenset({'customer_type_Transient', 'market_segment_Online TA'})",frozenset({'deposit_type_No Deposit'}),0.45023643068847713,0.6712595307586144,0.44865268444987444,0.9964824120603015,1.484496482208813,1.0,0.14642718925549386,93.45621911290866,0.5936568698458069,0.6668011701805708,0.9892998025225924,0.832428404789799
"frozenset({'arrival_date_month_August', 'market_segment_Online TA'})",frozenset({'deposit_type_No Deposit'}),0.07117808095205774,0.6712595307586144,0.07088395665060296,0.9958677685950413,1.4835808252429212,1.0,0.023104991430426006,79.55519355641557,0.35093396624321177,0.10555218651034298,0.9874301104013924,0.5507331023365513
frozenset({'deposit_type_No Deposit'}),"frozenset({'arrival_date_month_August', 'market_segment_Online TA'})",0.6712595307586144,0.07117808095205774,0.07088395665060296,0.10559843607806128,1.4835808252429212,1.0,0.023104991430426006,1.0384842295837127,0.9915273307765019,0.10555218651034298,0.03705807800195431,0.5507331023365513
frozenset({'deposit_type_No Deposit'}),"frozenset({'arrival_date_month_August', 'market_segment_Online TA', 'customer_type_Transient'})",0.6712595307586144,0.06889296137921673,0.06859883707776195,0.10219420944420103,1.4833766381688804,1.0,0.022353780149777576,1.0370918169778887,0.99124509476345,0.10214945084563035,0.03576521998406573,0.5489624577598673
"frozenset({'arrival_date_month_August', 'market_segment_Online TA', 'customer_type_Transient'})",frozenset({'deposit_type_No Deposit'}),0.06889296137921673,0.6712595307586144,0.06859883707776195,0.9957307060755336,1.4833766381688802,1.0,0.022353780149777576,77.00113298769266,0.34997305795093864,0.10214945084563035,0.9870131781027192,0.5489624577598673
"frozenset({'arrival_date_month_July', 'deposit_type_No Deposit'})",frozenset({'market_segment_Online TA'}),0.09187990678522139,0.46912826082038056,0.06387022330821965,0.6951489780842157,1.4817887476413913,1.0,0.020766762433730053,1.7414136775512394,0.35803631209486325,0.1284758567332636,0.42575390736209734,0.41564779504644833
frozenset({'market_segment_Online TA'}),"frozenset({'arrival_date_month_July', 'deposit_type_No Deposit'})",0.46912826082038056,0.09187990678522139,0.06387022330821965,0.13614661200868097,1.4817887476413913,1.0,0.020766762433730053,1.0512433079951113,0.6124642641861414,0.1284758567332636,0.04874543086779835,0.41564779504644833
"frozenset({'customer_type_Transient', 'market_segment_Online TA', 'hotel_Resort Hotel'})",frozenset({'deposit_type_No Deposit'}),0.13783117265096495,0.6712595307586144,0.13706192447792936,0.994418910045962,1.4814224073990183,1.0,0.04454143620033306,58.90255701819209,0.37692511372405946,0.20395246271420397,0.9830228083359581,0.5993025488245921
frozenset({'deposit_type_No Deposit'}),"frozenset({'customer_type_Transient', 'market_segment_Online TA', 'hotel_Resort Hotel'})",0.6712595307586144,0.13783117265096495,0.13706192447792936,0.2041861876032222,1.481422407399018,1.0,0.04454143620033306,1.0833800744830173,0.9885399386567608,0.20395246271420397,0.07696290198322667,0.5993025488245921
frozenset({'deposit_type_No Deposit'}),"frozenset({'market_segment_Online TA', 'hotel_Resort Hotel'})",0.6712595307586144,0.14136066426842236,0.14056879114912102,0.20941049580370083,1.4813915659455463,1.0,0.045679097984573785,1.0860747975707783,0.9884971889746971,0.20916374899003498,0.07925310279117212,0.6019043516150386
"frozenset({'market_segment_Online TA', 'hotel_Resort Hotel'})",frozenset({'deposit_type_No Deposit'}),0.14136066426842236,0.6712595307586144,0.14056879114912102,0.9943982074263764,1.4813915659455463,1.0,0.045679097984573785,58.68487005200476,0.37845812115101973,0.20916374899003498,0.9829598327624509,0.6019043516150386
"frozenset({'market_segment_Offline TA/TO', 'deposit_type_Non Refund'})","frozenset({'customer_type_Transient', 'hotel_City Hotel'})",0.11319260616756036,0.6126609199303151,0.10040951152741012,0.8870677593443933,1.4478934929378058,1.0,0.03106082530348274,3.429836137325013,0.3488259866029133,0.16054116625669224,0.7084408817326425,0.5254792986315379
"frozenset({'customer_type_Transient', 'hotel_City Hotel'})","frozenset({'market_segment_Offline TA/TO', 'deposit_type_Non Refund'})",0.6126609199303151,0.11319260616756036,0.10040951152741012,0.1638908379186824,1.4478934929378058,1.0,0.03106082530348274,1.0606359002512538,0.7986322062434457,0.16054116625669224,0.057169383232162536,0.5254792986315379
"frozenset({'customer_type_Transient', 'market_segment_Online TA'})","frozenset({'hotel_Resort Hotel', 'deposit_type_No Deposit'})",0.45023643068847713,0.21376049231883074,0.13706192447792936,0.3044221105527638,1.4241271024895858,1.0,0.04081916339408738,1.130339994426764,0.5417155678435617,0.260111635895234,0.11531043320542166,0.472808007012199
"frozenset({'hotel_Resort Hotel', 'deposit_type_No Deposit'})","frozenset({'customer_type_Transient', 'market_segment_Online TA'})",0.21376049231883074,0.45023643068847713,0.13706192447792936,0.6411939034716342,1.4241271024895858,1.0,0.04081916339408738,1.5322024197213178,0.37878468484448513,0.260111635895234,0.3473447195169661,0.472808007012199
frozenset({'market_segment_Online TA'}),"frozenset({'hotel_Resort Hotel', 'deposit_type_No Deposit'})",0.46912826082038056,0.21376049231883074,0.14056879114912102,0.29963829274174103,1.40174776681755,1.0,0.04028770315547964,1.1226192116629283,0.5398759634190905,0.25919899874843555,0.10922600503272459,0.4786188923488553
"frozenset({'hotel_Resort Hotel', 'deposit_type_No Deposit'})",frozenset({'market_segment_Online TA'}),0.21376049231883074,0.46912826082038056,0.14056879114912102,0.6575994919559696,1.40174776681755,1.0,0.04028770315547964,1.5504408629888855,0.3645261893374447,0.25919899874843555,0.3550221592636336,0.4786188923488553
frozenset({'market_segment_Online TA'}),"frozenset({'customer_type_Transient', 'hotel_Resort Hotel'})",0.46912826082038056,0.2130138690920609,0.13783117265096495,0.29380274897516273,1.3792658207066615,1.0,0.037900346713186206,1.114399878739064,0.5179718111919094,0.2532213816609859,0.10265604018954741,0.47042766232613686
"frozenset({'customer_type_Transient', 'hotel_Resort Hotel'})",frozenset({'market_segment_Online TA'}),0.2130138690920609,0.46912826082038056,0.13783117265096495,0.6470525756771109,1.3792658207066615,1.0,0.037900346713186206,1.504109968214299,0.349404627926833,0.2532213816609859,0.3351549945598631,0.47042766232613686
"frozenset({'customer_type_Transient', 'hotel_Resort Hotel'})","frozenset({'market_segment_Online TA', 'deposit_type_No Deposit'})",0.2130138690920609,0.4675218896355121,0.13706192447792936,0.643441317047265,1.3762806219595465,1.0,0.037473277881437436,1.4933814146802662,0.3474063715728029,0.25219599517089214,0.33037870287537996,0.46830408864364803
"frozenset({'market_segment_Online TA', 'deposit_type_No Deposit'})","frozenset({'customer_type_Transient', 'hotel_Resort Hotel'})",0.4675218896355121,0.2130138690920609,0.13706192447792936,0.29316686024003097,1.3762806219595463,1.0,0.037473277881437436,1.113397330486215,0.513455841461159,0.25219599517089214,0.10184803518138019,0.46830408864364803
"frozenset({'arrival_date_month_August', 'customer_type_Transient'})",frozenset({'deposit_type_No Deposit'}),0.09025091065408719,0.6712595307586144,0.08072580827620535,0.894459764351968,1.3325095933328603,1.0,0.02014402434000514,3.114835467467666,0.27429140928287926,0.11857760053173813,0.6789557553057558,0.507359984302783
frozenset({'deposit_type_No Deposit'}),"frozenset({'arrival_date_month_August', 'customer_type_Transient'})",0.6712595307586144,0.09025091065408719,0.08072580827620535,0.12026020425359804,1.3325095933328603,1.0,0.02014402434000514,1.0341115563313241,0.759067967464871,0.11857760053173813,0.032986340905366326,0.507359984302783
frozenset({'customer_type_Transient-Party'}),"frozenset({'deposit_type_No Deposit', 'hotel_City Hotel'})",0.14446028190683047,0.4574990384397837,0.08712866806941333,0.6031323414252153,1.31832482857688,1.0,0.021038228004298304,1.3669568427632126,0.28223307411420795,0.16923753021313998,0.2684480089520849,0.3967889589031027
"frozenset({'deposit_type_No Deposit', 'hotel_City Hotel'})",frozenset({'customer_type_Transient-Party'}),0.4574990384397837,0.14446028190683047,0.08712866806941333,0.19044557638099005,1.31832482857688,1.0,0.021038228004298304,1.0568032156116054,0.4450897266058328,0.16923753021313998,0.05375004047345902,0.3967889589031027
"frozenset({'customer_type_Transient', 'deposit_type_No Deposit'})",frozenset({'hotel_Resort Hotel'}),0.5331568587524604,0.25158940247516914,0.17622570646394714,0.3305325694886484,1.31377779126158,1.0,0.04208909094487748,1.117919354124787,0.5115985476345415,0.2895969660916121,0.10548109189602979,0.515491104888209
frozenset({'hotel_Resort Hotel'}),"frozenset({'customer_type_Transient', 'deposit_type_No Deposit'})",0.25158940247516914,0.5331568587524604,0.17622570646394714,0.7004496402877697,1.31377779126158,1.0,0.04208909094487748,1.5584796549602635,0.3191246540672671,0.2895969660916121,0.35834901866235985,0.515491104888209
frozenset({'arrival_date_month_July'}),"frozenset({'customer_type_Transient', 'deposit_type_No Deposit'})",0.10717437046087015,0.5331568587524604,0.07491119708590692,0.6989655900358877,1.310994276002385,1.0,0.0177704463922169,1.5507966059534324,0.26569596041080534,0.13248769557040532,0.3551701131140932,0.41973528812212374
"frozenset({'customer_type_Transient', 'deposit_type_No Deposit'})",frozenset({'arrival_date_month_July'}),0.5331568587524604,0.10717437046087015,0.07491119708590692,0.14050498620835986,1.310994276002385,1.0,0.0177704463922169,1.0387793008832622,0.508136764065678,0.13248769557040532,0.03733160725313713,0.41973528812212374
"frozenset({'arrival_date_month_July', 'customer_type_Transient'})",frozenset({'deposit_type_No Deposit'}),0.0855675467770764,0.6712595307586144,0.07491119708590692,0.875462718138551,1.3042089952140556,1.0,0.017473165788160827,2.6396952328469645,0.2550781330243807,0.10985401459854013,0.6211683880939998,0.4935303411718068
frozenset({'deposit_type_No Deposit'}),"frozenset({'arrival_date_month_July', 'customer_type_Transient'})",0.6712595307586144,0.0855675467770764,0.07491119708590692,0.11159796420506252,1.3042089952140556,1.0,0.017473165788160827,1.0293002676481873,0.709531514277109,0.10985401459854013,0.028466200358749003,0.4935303411718068
frozenset({'hotel_City Hotel'}),"frozenset({'market_segment_Offline TA/TO', 'deposit_type_Non Refund'})",0.7484105975248309,0.11319260616756036,0.10982148917396321,0.1467396233259772,1.2963710996172029,1.0,0.025106943156706515,1.0393162721198679,0.9086866909439074,0.14608161791260382,0.03782897773713813,0.5584787463022051
"frozenset({'market_segment_Offline TA/TO', 'deposit_type_Non Refund'})",frozenset({'hotel_City Hotel'}),0.11319260616756036,0.7484105975248309,0.10982148917396321,0.9702178692784329,1.2963710996172029,1.0,0.025106943156706515,8.447662956934694,0.25779661198327003,0.14608161791260382,0.8816240651292676,0.5584787463022051
"frozenset({'customer_type_Transient', 'market_segment_Offline TA/TO', 'deposit_type_Non Refund'})",frozenset({'hotel_City Hotel'}),0.10371275368221,0.7484105975248309,0.10040951152741012,0.9681500872600349,1.2936082017837989,1.0,0.022789787573161732,7.899217951686139,0.2532317790368166,0.13357411587659895,0.8734051894609968,0.5511568780264623
frozenset({'hotel_City Hotel'}),"frozenset({'customer_type_Transient', 'market_segment_Offline TA/TO', 'deposit_type_Non Refund'})",0.7484105975248309,0.10371275368221,0.10040951152741012,0.13416366879288974,1.2936082017837989,1.0,0.022789787573161732,1.0351693663261121,0.902138212818659,0.13357411587659895,0.03397450453052969,0.5511568780264623
"frozenset({'customer_type_Transient', 'market_segment_Online TA'})",frozenset({'arrival_date_month_August'}),0.45023643068847713,0.11848684359374646,0.06889296137921673,0.15301507537688444,1.2914098370408469,1.0,0.01554586783602447,1.0407660523574278,0.4104536862220946,0.13783269961977188,0.03916927561682962,0.36722741548107163
frozenset({'arrival_date_month_August'}),"frozenset({'customer_type_Transient', 'market_segment_Online TA'})",0.11848684359374646,0.45023643068847713,0.06889296137921673,0.5814397555852588,1.2914098370408469,1.0,0.01554586783602447,1.313463418104218,0.25598311486860725,0.13783269961977188,0.2386540909960433,0.36722741548107163
frozenset({'arrival_date_month_August'}),"frozenset({'customer_type_Transient', 'market_segment_Online TA', 'deposit_type_No Deposit'})",0.11848684359374646,0.44865268444987444,0.06859883707776195,0.5789574183692955,1.2904356497480833,1.0,0.015439396627435188,1.3094811299483031,0.2553199626616775,0.13759927388245974,0.23633874736363783,0.3659285326843956
"frozenset({'customer_type_Transient', 'market_segment_Online TA', 'deposit_type_No Deposit'})",frozenset({'arrival_date_month_August'}),0.44865268444987444,0.11848684359374646,0.06859883707776195,0.15289964699949574,1.2904356497480833,1.0,0.015439396627435188,1.0406242345241106,0.4082143865248585,0.13759927388245974,0.03903833216289493,0.3659285326843956
frozenset({'arrival_date_month_July'}),"frozenset({'customer_type_Transient', 'market_segment_Online TA', 'deposit_type_No Deposit'})",0.10717437046087015,0.44865268444987444,0.062014977714427925,0.5786362676799662,1.2897198383856192,1.0,0.013930908702933203,1.3084830830465657,0.2516032261054562,0.12558416567396682,0.23575626390852422,0.3584305897149201
"frozenset({'customer_type_Transient', 'market_segment_Online TA', 'deposit_type_No Deposit'})",frozenset({'arrival_date_month_July'}),0.44865268444987444,0.10717437046087015,0.062014977714427925,0.13822491174987392,1.289719838385619,1.0,0.013930908702933203,1.0360309107473196,0.407434302128668,0.12558416567396682,0.034777833724410255,0.3584305897149201
frozenset({'arrival_date_month_July'}),"frozenset({'customer_type_Transient', 'market_segment_Online TA'})",0.10717437046087015,0.45023643068847713,0.0622186022308197,0.580536204348744,1.2894029997995042,1.0,0.013964796213232968,1.3106341357970226,0.25138982957137135,0.12564536025951478,0.2370105640565511,0.35936357956130666
"frozenset({'customer_type_Transient', 'market_segment_Online TA'})",frozenset({'arrival_date_month_July'}),0.45023643068847713,0.10717437046087015,0.0622186022308197,0.13819095477386933,1.289402999799504,1.0,0.013964796213232968,1.0359900890862206,0.40826146979486627,0.12564536025951478,0.03473980056890809,0.35936357956130666
frozenset({'arrival_date_month_August'}),frozenset({'market_segment_Online TA'}),0.11848684359374646,0.46912826082038056,0.07117808095205774,0.6007256062631278,1.2805146405220151,1.0,0.015592554086827012,1.3295912472901323,0.24850903677709285,0.13782528695347412,0.24788915237060963,0.3762248720970811
frozenset({'market_segment_Online TA'}),frozenset({'arrival_date_month_August'}),0.46912826082038056,0.11848684359374646,0.07117808095205774,0.15172413793103448,1.2805146405220151,1.0,0.015592554086827012,1.0391821762512745,0.4126495521185259,0.13782528695347412,0.037704819373076154,0.3762248720970811
